timestamp,user,function,seriousness,message
2020-11-24 11:50:50,edouardthegourmet,MAIN,INFO,Bot started for user edouardthegourmet !
2020-11-24 11:50:50,edouardthegourmet,MAIN,INFO,loop 0 start
2020-11-24 11:50:50,edouardthegourmet,log_in,INFO,start
2020-11-24 11:50:53,edouardthegourmet,log_in,INFO,success
2020-11-24 11:50:56,edouardthegourmet,update_followers,INFO,start
2020-11-24 11:50:58,edouardthegourmet,get_followers_following_for_user,INFO,start - first attempt to get the followers data
2020-11-24 11:51:00,edouardthegourmet,get_followers_following_for_user_one_try,INFO,start
2020-11-24 11:51:05,edouardthegourmet,UIAPI,ERROR,failed to access component : profile_page_followers_button
2020-11-24 11:51:07,edouardthegourmet,get_followers_following_for_user_one_try,INFO,start
2020-11-24 11:51:12,edouardthegourmet,UIAPI,ERROR,failed to access component : profile_page_followers_button
2020-11-24 11:51:14,edouardthegourmet,get_followers_following_for_user_one_try,INFO,start
2020-11-24 11:51:18,edouardthegourmet,UIAPI,ERROR,failed to access component : profile_page_followers_button
2020-11-24 11:51:18,edouardthegourmet,get_followers_following_for_user,ERROR,failed after 3 attempts
2020-11-24 11:51:18,edouardthegourmet,update_followers,ERROR,failed to get the followers list -> abort the followers update
2020-11-24 11:51:18,edouardthegourmet,unfollow_accounts,INFO,start
2020-11-24 11:51:18,edouardthegourmet,unfollow_accounts,INFO,0 accounts to unfollow...
2020-11-24 11:51:19,edouardthegourmet,unfollow_accounts,INFO,0 accounts successfully unfollowed
2020-11-24 11:51:20,edouardthegourmet,get_followers_following_for_user,INFO,start - first attempt to get the following data
2020-11-24 11:51:22,edouardthegourmet,get_followers_following_for_user_one_try,INFO,start
2020-11-24 11:51:27,edouardthegourmet,UIAPI,ERROR,failed to access component : profile_page_following_button
2020-11-24 11:51:29,edouardthegourmet,get_followers_following_for_user_one_try,INFO,start
2020-11-24 11:51:33,edouardthegourmet,UIAPI,ERROR,failed to access component : profile_page_following_button
2020-11-24 11:51:35,edouardthegourmet,get_followers_following_for_user_one_try,INFO,start
2020-11-24 11:51:40,edouardthegourmet,UIAPI,ERROR,failed to access component : profile_page_following_button
2020-11-24 11:51:40,edouardthegourmet,get_followers_following_for_user,ERROR,failed after 3 attempts
2020-11-24 11:51:40,edouardthegourmet,update_follow_actions_data,ERROR,failed to get the following list -> stop the function execution
2020-11-24 11:51:43,edouardthegourmet,explore_hashtag,INFO,"start, #instalife"
2020-11-24 11:51:49,edouardthegourmet,explore_hashtag,INFO,start processing for account : yasmine.benboubaker
2020-11-24 11:51:51,edouardthegourmet,get_account_data_from_profile_page,INFO,start
2020-11-24 11:51:51,edouardthegourmet,get_account_data_from_profile_page,INFO,"raw account data scraped and transformed successfully : yasmine.benboubaker, 1404, 738, 63"
2020-11-24 11:51:51,edouardthegourmet,follow_from_profile_page,INFO,start
2020-11-24 11:51:51,edouardthegourmet,explore_hashtag,INFO,successfully followed account : yasmine.benboubaker
2020-11-24 11:51:52,edouardthegourmet,explore_hashtag,INFO,start processing for account : a_naisnl
2020-11-24 11:51:53,edouardthegourmet,get_account_data_from_profile_page,INFO,start
2020-11-24 11:51:53,edouardthegourmet,get_account_data_from_profile_page,INFO,"raw account data scraped and transformed successfully : a_naisnl, 1476, 993, 223"
2020-11-24 11:51:53,edouardthegourmet,follow_from_profile_page,INFO,start
2020-11-24 11:51:53,edouardthegourmet,explore_hashtag,INFO,successfully followed account : a_naisnl
2020-11-24 11:51:54,edouardthegourmet,explore_hashtag,INFO,start processing for account : gianfrancocepollaro
2020-11-24 11:51:55,edouardthegourmet,get_account_data_from_profile_page,INFO,start
2020-11-24 11:51:56,edouardthegourmet,get_account_data_from_profile_page,INFO,"raw account data scraped and transformed successfully : gianfrancocepollaro, 31200, 1973, 454"
2020-11-24 11:51:56,edouardthegourmet,follow_from_profile_page,INFO,start
2020-11-24 11:51:56,edouardthegourmet,explore_hashtag,INFO,successfully followed account : gianfrancocepollaro
2020-11-24 11:51:56,edouardthegourmet,explore_hashtag,INFO,"hashtag instalife processed, 3 accounts followed"
2020-11-24 11:51:59,edouardthegourmet,explore_hashtag,INFO,"start, #foodie"
2020-11-24 11:52:05,edouardthegourmet,explore_hashtag,INFO,start processing for account : sheroseontimare
2020-11-24 11:52:06,edouardthegourmet,get_account_data_from_profile_page,INFO,start
2020-11-24 11:52:06,edouardthegourmet,get_account_data_from_profile_page,INFO,"raw account data scraped and transformed successfully : sheroseontimare, 48800, 2452, 6124"
2020-11-24 11:52:06,edouardthegourmet,follow_from_profile_page,INFO,start
2020-11-24 11:52:06,edouardthegourmet,explore_hashtag,INFO,successfully followed account : sheroseontimare
2020-11-24 11:52:07,edouardthegourmet,explore_hashtag,INFO,start processing for account : farinalievitoefantasia
2020-11-24 11:52:09,edouardthegourmet,get_account_data_from_profile_page,INFO,start
2020-11-24 11:52:09,edouardthegourmet,get_account_data_from_profile_page,INFO,"raw account data scraped and transformed successfully : farinalievitoefantasia, 21800, 2882, 3632"
2020-11-24 11:52:09,edouardthegourmet,follow_from_profile_page,INFO,start
2020-11-24 11:52:09,edouardthegourmet,explore_hashtag,INFO,successfully followed account : farinalievitoefantasia
2020-11-24 11:52:10,edouardthegourmet,explore_hashtag,INFO,start processing for account : lelautrec
2020-11-24 11:52:12,edouardthegourmet,get_account_data_from_profile_page,INFO,start
2020-11-24 11:52:12,edouardthegourmet,get_account_data_from_profile_page,INFO,"raw account data scraped and transformed successfully : lelautrec, 13000, 667, 929"
2020-11-24 11:52:12,edouardthegourmet,follow_from_profile_page,INFO,start
2020-11-24 11:52:12,edouardthegourmet,explore_hashtag,INFO,successfully followed account : lelautrec
2020-11-24 11:52:12,edouardthegourmet,explore_hashtag,INFO,"hashtag foodie processed, 3 accounts followed"
2020-11-24 11:52:15,edouardthegourmet,explore_hashtag,INFO,"start, #followforfollow"
2020-11-24 11:52:21,edouardthegourmet,explore_hashtag,INFO,start processing for account : nikita___nicole
2020-11-24 11:52:22,edouardthegourmet,get_account_data_from_profile_page,INFO,start
2020-11-24 11:52:22,edouardthegourmet,get_account_data_from_profile_page,INFO,"raw account data scraped and transformed successfully : nikita___nicole, 10700, 2990, 27"
2020-11-24 11:52:22,edouardthegourmet,follow_from_profile_page,INFO,start
2020-11-24 11:52:22,edouardthegourmet,explore_hashtag,INFO,successfully followed account : nikita___nicole
2020-11-24 11:52:23,edouardthegourmet,explore_hashtag,INFO,start processing for account : mirandahaarsma
2020-11-24 11:52:25,edouardthegourmet,get_account_data_from_profile_page,INFO,start
2020-11-24 11:52:25,edouardthegourmet,get_account_data_from_profile_page,INFO,"raw account data scraped and transformed successfully : mirandahaarsma, 5336, 820, 218"
2020-11-24 11:52:25,edouardthegourmet,follow_from_profile_page,INFO,start
2020-11-24 11:52:25,edouardthegourmet,explore_hashtag,INFO,successfully followed account : mirandahaarsma
2020-11-24 11:52:26,edouardthegourmet,explore_hashtag,INFO,start processing for account : _mbabe
2020-11-24 11:52:27,edouardthegourmet,get_account_data_from_profile_page,INFO,start
2020-11-24 11:52:27,edouardthegourmet,get_account_data_from_profile_page,INFO,"raw account data scraped and transformed successfully : _mbabe, 8014, 1137, 716"
2020-11-24 11:52:27,edouardthegourmet,follow_from_profile_page,INFO,start
2020-11-24 11:52:27,edouardthegourmet,explore_hashtag,INFO,successfully followed account : _mbabe
2020-11-24 11:52:27,edouardthegourmet,explore_hashtag,INFO,"hashtag followforfollow processed, 3 accounts followed"
2020-11-24 11:54:07,edouardthegourmet,log_in,INFO,start
2020-11-24 11:54:11,edouardthegourmet,log_in,INFO,success
2020-11-24 11:56:34,edouardthegourmet,MAIN,INFO,Bot started for user edouardthegourmet !
2020-11-24 11:56:34,edouardthegourmet,MAIN,INFO,loop 0 start
2020-11-24 11:56:34,edouardthegourmet,log_in,INFO,start
2020-11-24 11:56:39,edouardthegourmet,log_in,INFO,success
2020-11-24 11:56:42,edouardthegourmet,update_followers,INFO,start
2020-11-24 11:56:45,edouardthegourmet,get_followers_following_for_user,INFO,start - first attempt to get the followers data
2020-11-24 11:56:47,edouardthegourmet,get_followers_following_for_user_one_try,INFO,start
2020-11-24 11:56:54,edouardthegourmet,get_followers_following_for_user_one_try,INFO,followers entries scraped : 1/2
2020-11-24 11:56:54,edouardthegourmet,get_followers_following_for_user,INFO,success at attempt number : 1
2020-11-24 11:56:54,edouardthegourmet,update_followers,INFO,success
2020-11-24 11:56:57,edouardthegourmet,unfollow_accounts,INFO,start
2020-11-24 11:56:57,edouardthegourmet,unfollow_accounts,INFO,0 accounts to unfollow...
2020-11-24 11:56:58,edouardthegourmet,unfollow_accounts,INFO,0 accounts successfully unfollowed
2020-11-24 11:56:59,edouardthegourmet,get_followers_following_for_user,INFO,start - first attempt to get the following data
2020-11-24 11:57:01,edouardthegourmet,get_followers_following_for_user_one_try,INFO,start
2020-11-24 11:57:11,edouardthegourmet,get_followers_following_for_user_one_try,ERROR,"UNIDENTIFIED failure, full exception : Traceback (most recent call last):
  File ""/Users/ethomas/InstaBot/instabot_functions.py"", line 327, in get_followers_following_for_user_one_try
    driver.execute_script('arguments[0].scrollTop = arguments[0].scrollTop + arguments[0].offsetHeight;', fBody)
  File ""/Users/ethomas/anaconda3/lib/python3.6/site-packages/selenium/webdriver/remote/webdriver.py"", line 636, in execute_script
    'args': converted_args})['value']
  File ""/Users/ethomas/anaconda3/lib/python3.6/site-packages/selenium/webdriver/remote/webdriver.py"", line 321, in execute
    self.error_handler.check_response(response)
  File ""/Users/ethomas/anaconda3/lib/python3.6/site-packages/selenium/webdriver/remote/errorhandler.py"", line 242, in check_response
    raise exception_class(message, screen, stacktrace)
selenium.common.exceptions.NoSuchWindowException: Message: no such window: window was already closed
  (Session info: chrome=87.0.4280.67)

"
2020-11-24 11:57:13,edouardthegourmet,get_followers_following_for_user_one_try,INFO,start
2020-11-24 11:57:13,edouardthegourmet,get_followers_following_for_user_one_try,ERROR,couldn't load user profile page
2020-11-24 11:57:15,edouardthegourmet,get_followers_following_for_user_one_try,INFO,start
2020-11-24 11:57:15,edouardthegourmet,get_followers_following_for_user_one_try,ERROR,couldn't load user profile page
2020-11-24 11:57:15,edouardthegourmet,get_followers_following_for_user,ERROR,failed after 3 attempts
2020-11-24 11:57:15,edouardthegourmet,update_follow_actions_data,ERROR,failed to get the following list -> stop the function execution
2020-11-24 11:57:18,edouardthegourmet,explore_hashtag,INFO,"start, #followbackalways"
2020-11-24 11:57:27,edouardthegourmet,log_in,INFO,start
2020-11-24 11:57:31,edouardthegourmet,log_in,INFO,success
2020-11-24 12:00:51,edouardthegourmet,get_followers_following_for_user_one_try,ERROR,couldn't get entry 1
2020-11-24 12:00:53,edouardthegourmet,get_followers_following_for_user_one_try,ERROR,couldn't get entry 2
2020-11-24 12:00:55,edouardthegourmet,get_followers_following_for_user_one_try,ERROR,couldn't get entry 3
2020-11-24 12:00:57,edouardthegourmet,get_followers_following_for_user_one_try,ERROR,couldn't get entry 4
2020-11-24 12:00:57,edouardthegourmet,get_followers_following_for_user_one_try,ERROR,"too many fails to get the entries, stopping execution"
2020-11-24 12:05:57,edouardthegourmet,get_followers_following_for_user,INFO,start - first attempt to get the followers data
2020-11-24 12:05:59,edouardthegourmet,get_followers_following_for_user_one_try,INFO,start
2020-11-24 12:06:09,edouardthegourmet,get_followers_following_for_user_one_try,ERROR,couldn't get entry 1
2020-11-24 12:06:11,edouardthegourmet,get_followers_following_for_user_one_try,ERROR,couldn't get entry 2
2020-11-24 12:06:13,edouardthegourmet,get_followers_following_for_user_one_try,ERROR,couldn't get entry 3
2020-11-24 12:06:13,edouardthegourmet,get_followers_following_for_user_one_try,INFO,followers entries scraped : 0/3
2020-11-24 12:06:15,edouardthegourmet,get_followers_following_for_user_one_try,INFO,start
2020-11-24 12:06:26,edouardthegourmet,get_followers_following_for_user_one_try,INFO,followers entries scraped : 3/3
2020-11-24 12:06:26,edouardthegourmet,get_followers_following_for_user,INFO,success at attempt number : 2
2020-11-24 12:15:41,edouardthegourmet,MAIN,INFO,Bot started for user edouardthegourmet !
2020-11-24 12:15:41,edouardthegourmet,MAIN,INFO,loop 0 start
2020-11-24 12:15:41,edouardthegourmet,log_in,INFO,start
2020-11-24 12:15:44,edouardthegourmet,UIAPI,ERROR,failed to access component : login_email_input_field
2020-11-24 12:15:44,edouardthegourmet,UIAPI,ERROR,failed to access component : login_password_input_field
2020-11-24 12:15:45,edouardthegourmet,UIAPI,ERROR,failed to access component : login_connexion_button
2020-11-24 12:15:45,edouardthegourmet,log_in,ERROR,failed
2020-11-24 12:15:45,edouardthegourmet,MAIN,INFO,failed to log-in and get the driver - restarting in 2 minutes...
2020-11-24 12:16:00,edouardthegourmet,MAIN,INFO,Bot started for user edouardthegourmet !
2020-11-24 12:16:00,edouardthegourmet,MAIN,INFO,loop 0 start
2020-11-24 12:16:00,edouardthegourmet,log_in,INFO,start
2020-11-24 12:16:03,edouardthegourmet,log_in,INFO,success
2020-11-24 12:16:06,edouardthegourmet,update_followers,INFO,start
2020-11-24 12:16:08,edouardthegourmet,get_followers_following_for_user,INFO,start - first attempt to get the followers data
2020-11-24 12:16:10,edouardthegourmet,get_followers_following_for_user_one_try,INFO,start
2020-11-24 12:16:20,edouardthegourmet,get_followers_following_for_user_one_try,INFO,followers entries scraped : 4/4
2020-11-24 12:16:20,edouardthegourmet,get_followers_following_for_user,INFO,success at attempt number : 1
2020-11-24 12:16:20,edouardthegourmet,update_followers,INFO,success
2020-11-24 12:16:23,edouardthegourmet,unfollow_accounts,INFO,start
2020-11-24 12:16:23,edouardthegourmet,unfollow_accounts,INFO,0 accounts to unfollow...
2020-11-24 12:16:24,edouardthegourmet,unfollow_accounts,INFO,0 accounts successfully unfollowed
2020-11-24 12:16:25,edouardthegourmet,get_followers_following_for_user,INFO,start - first attempt to get the following data
2020-11-24 12:16:27,edouardthegourmet,get_followers_following_for_user_one_try,INFO,start
2020-11-24 12:16:50,edouardthegourmet,get_followers_following_for_user_one_try,INFO,following entries scraped : 18/18
2020-11-24 12:16:50,edouardthegourmet,get_followers_following_for_user,INFO,success at attempt number : 1
2020-11-24 12:16:50,edouardthegourmet,update_follow_actions_data,INFO,0 accounts stopped being followed since last time the dataframe follow_actions was updated
2020-11-24 12:16:50,edouardthegourmet,update_follow_actions_data,ERROR,"UNIDENTIFIED failure, full exception : Traceback (most recent call last):
  File ""/Users/ethomas/InstaBot/instabot_functions.py"", line 156, in update_follow_actions_data
    follow_actions = follow_actions.drop(""planned_unfollow_date"",1)
  File ""/Users/ethomas/anaconda3/lib/python3.6/site-packages/pandas/core/frame.py"", line 3997, in drop
    errors=errors,
  File ""/Users/ethomas/anaconda3/lib/python3.6/site-packages/pandas/core/generic.py"", line 3936, in drop
    obj = obj._drop_axis(labels, axis, level=level, errors=errors)
  File ""/Users/ethomas/anaconda3/lib/python3.6/site-packages/pandas/core/generic.py"", line 3970, in _drop_axis
    new_axis = axis.drop(labels, errors=errors)
  File ""/Users/ethomas/anaconda3/lib/python3.6/site-packages/pandas/core/indexes/base.py"", line 5017, in drop
    raise KeyError(f""{labels[mask]} not found in axis"")
KeyError: ""['planned_unfollow_date'] not found in axis""
"
2020-11-24 12:16:53,edouardthegourmet,explore_hashtag,INFO,"start, #followeraktif"
2020-11-24 12:17:01,edouardthegourmet,explore_hashtag,INFO,start processing for account : habib_ibnu18
2020-11-24 12:17:02,edouardthegourmet,get_account_data_from_profile_page,INFO,start
2020-11-24 12:17:02,edouardthegourmet,get_account_data_from_profile_page,INFO,"raw account data scraped and transformed successfully : habib_ibnu18, 2116, 953, 43"
2020-11-24 12:17:02,edouardthegourmet,follow_from_profile_page,INFO,start
2020-11-24 12:17:02,edouardthegourmet,explore_hashtag,INFO,successfully followed account : habib_ibnu18
2020-11-24 12:17:04,edouardthegourmet,explore_hashtag,INFO,start processing for account : mutiahhsnh_
2020-11-24 12:17:05,edouardthegourmet,get_account_data_from_profile_page,INFO,start
2020-11-24 12:17:05,edouardthegourmet,get_account_data_from_profile_page,INFO,"raw account data scraped and transformed successfully : mutiahhsnh_, 3784, 1148, 30"
2020-11-24 12:17:05,edouardthegourmet,follow_from_profile_page,INFO,start
2020-11-24 12:17:05,edouardthegourmet,explore_hashtag,INFO,successfully followed account : mutiahhsnh_
2020-11-24 12:17:06,edouardthegourmet,explore_hashtag,INFO,start processing for account : foll_media
2020-11-24 12:17:07,edouardthegourmet,get_account_data_from_profile_page,INFO,start
2020-11-24 12:17:08,edouardthegourmet,get_account_data_from_profile_page,INFO,"raw account data scraped and transformed successfully : foll_media, 1042, 1373, 46"
2020-11-24 12:17:08,edouardthegourmet,follow_from_profile_page,INFO,start
2020-11-24 12:17:08,edouardthegourmet,explore_hashtag,INFO,successfully followed account : foll_media
2020-11-24 12:17:08,edouardthegourmet,explore_hashtag,INFO,"hashtag followeraktif processed, 3 accounts followed"
2020-11-24 12:17:11,edouardthegourmet,explore_hashtag,INFO,"start, #followstagram"
2020-11-24 12:17:17,edouardthegourmet,explore_hashtag,INFO,start processing for account : irshad_ali93
2020-11-24 12:17:19,edouardthegourmet,get_account_data_from_profile_page,INFO,start
2020-11-24 12:17:19,edouardthegourmet,get_account_data_from_profile_page,INFO,"raw account data scraped and transformed successfully : irshad_ali93, 605, 866, 35"
2020-11-24 12:17:19,edouardthegourmet,follow_from_profile_page,INFO,start
2020-11-24 12:17:19,edouardthegourmet,explore_hashtag,INFO,successfully followed account : irshad_ali93
2020-11-24 12:17:20,edouardthegourmet,explore_hashtag,INFO,start processing for account : navaneesh_sv
